UserId,num_communities,community_ids,local_pluralistic_hom
161,1,4,0.3666666666666667
162,0,,0.0
163,1,1,0.225
164,2,0;3,0.45
165,4,0;1;2;3,0.8323529411764706
166,2,0;3,0.4
167,0,,0.0
168,2,3;4,0.5999999999999999
169,2,0;1,0.5
170,2,1;3,0.45
171,0,,0.0
172,0,,0.0
173,0,,0.3333333333333333
174,0,,0.0
175,4,0;1;2;3,0.9333333333333332
176,4,0;1;2;3,0.8333333333333334
177,5,0;1;2;3;4,0.8461538461538461
178,3,0;1;2,0.8333333333333334
179,0,,0.0
180,1,1,0.2
181,0,,0.0
182,3,1;2;4,0.41
183,2,1;3,0.4
184,0,,0.0
185,4,0;1;2;3,0.8000000000000002
186,0,,0.0
187,4,0;1;2;3,0.9714285714285714
188,3,2;3;4,0.7916666666666666
189,5,0;1;2;3;4,0.7090909090909091
190,2,1;3,0.4
191,0,,0.0
192,2,3;4,0.7
193,0,,0.0
194,1,4,0.41666666666666663
195,5,0;1;2;3;4,0.8461538461538461
196,3,0;1;2,0.6
197,0,,0.0
198,2,0;3,0.45
199,4,0;1;2;3,0.8964285714285715
200,3,0;1;2,0.7642857142857142
201,4,0;1;2;3,0.825
202,2,2;3,0.4
203,0,,0.0
204,0,,0.0
205,3,0;1;2,0.7380952380952381
206,1,2,0.225
207,2,0;1,0.45
208,1,1,0.25
209,0,,0.0
210,0,,0.0
211,0,,0.0
212,4,0;1;2;3,0.5963636363636363
213,4,0;1;2;3,0.8275
214,4,0;1;2;3,0.8500000000000001
215,0,,0.0
216,0,,0.0
217,3,0;2;3,0.7000000000000001
218,1,0,0.225
219,2,0;2,0.5
220,3,0;1;2,0.61875
221,0,,0.0
222,2,0;2,0.4000000000000001
223,0,,0.0
224,2,3;4,0.6527777777777778
225,0,,0.0
226,0,,0.0
227,0,,0.0
228,2,1;3,0.5
229,0,,0.0
230,0,,0.0
231,0,,0.0
232,5,0;1;2;3;4,0.7076923076923077
233,0,,0.0
234,2,1;3,0.5
235,3,0;1;2,0.75
236,4,0;1;2;3,0.8785714285714287
237,2,1;3,0.45
238,3,0;1;2,0.8333333333333334
239,4,0;1;2;3,0.8800000000000001
240,2,0;1,0.3666666666666667
241,0,,0.0
242,4,0;1;2;3,0.725
243,4,0;1;2;3,0.9714285714285714
244,2,0;1,0.5
245,3,0;2;3,0.65
246,0,,0.0
247,3,0;1;2,0.63
248,1,2,0.2
249,0,,0.0
250,3,0;1;2,0.8333333333333334
251,2,0;1,0.5
252,0,,0.0
253,4,0;1;2;3,0.9
254,3,2;3;4,0.7761904761904762
255,2,0;1,0.5
256,0,,0.0
257,2,0;1,0.625
258,0,,0.0
259,0,,0.0
260,0,,0.0
261,0,,0.0
262,3,0;1;2,0.8811594202898552
263,2,0;2,0.43333333333333335
264,0,,0.0
265,2,0;2,0.4000000000000001
266,0,,0.0
267,0,,0.0
268,3,0;1;3,0.5151515151515151
269,0,,0.0
270,3,0;1;2,0.7125
271,0,,0.0
272,0,,0.0
273,2,0;1,0.5
274,2,0;3,0.5333333333333333
275,2,0;1,0.5
276,0,,0.0
277,2,0;1,0.5
278,0,,0.0
279,0,,0.0
280,0,,0.0
281,0,,0.0
282,3,0;1;2,0.75
283,2,0;2,0.4666666666666666
284,0,,0.3333333333333333
285,4,0;1;2;3,0.85
286,0,,0.0
287,2,0;1,0.4666666666666666
288,1,4,0.6
289,0,,0.0
290,2,0;1,0.5
291,3,1;2;3,0.75
292,3,0;1;2,0.5700000000000001
293,2,0;3,0.4
294,4,0;1;2;3,0.8806122448979592
295,3,0;1;2,0.675
296,0,,0.0
297,2,0;1,0.5
298,2,1;2,0.5833333333333333
299,3,0;1;2,0.7611111111111111
300,2,0;3,0.4
301,0,,0.0
302,0,,0.0
303,3,0;1;2,0.75
304,2,0;1,0.5
305,0,,0.0
306,5,0;1;2;3;4,0.7441860465116282
307,3,0;1;3,0.75
308,2,2;4,0.4
309,2,0;2,0.43333333333333335
310,0,,0.0
311,5,0;1;2;3;4,0.6627450980392159
312,4,0;1;2;4,0.8
313,3,0;1;2,0.7000000000000001
314,0,,0.0
315,2,0;2,0.45
316,2,0;1,0.5
317,0,,0.0
318,1,3,0.22916666666666663
319,0,,0.0
320,2,0;1,0.5
321,2,1;2,0.4000000000000001
322,2,2;4,0.45
323,0,,0.0
324,2,0;1,0.5
325,0,,0.0
326,0,,0.0
327,2,0;3,0.45
328,3,0;1;2,0.7125
329,0,,0.0
330,3,0;1;2,0.6
331,2,0;1,0.5
332,0,,0.0
333,0,,0.0
334,0,,0.0
335,0,,0.0
336,0,,0.0
337,0,,0.0
338,2,2;4,0.45
339,1,1,0.2333333333333333
340,0,,0.0
341,0,,0.0
342,2,0;2,0.4
343,0,,0.5
344,3,0;3;4,0.5380952380952381
345,2,0;3,0.4000000000000001
346,3,0;1;3,0.6900000000000001
347,0,,0.0
348,1,0,0.2
349,0,,0.0
350,3,1;2;3,0.6375
351,0,,0.0
352,1,1,0.25
353,4,0;1;2;3,0.9029411764705882
354,2,3;4,0.7
355,4,0;1;2;3,0.9333333333333332
356,0,,0.0
357,0,,0.0
358,4,0;1;2;3,0.5657894736842106
359,0,,0.0
360,0,,0.0
361,2,1;3,0.5
362,3,0;1;3,0.75
363,4,0;1;2;3,0.7636363636363637
364,1,1,0.25
365,1,0,0.25
366,0,,0.0
367,3,0;1;2,0.6857142857142857
368,0,,0.0
369,0,,0.0
370,2,2;3,0.45
371,3,0;1;2,0.775
372,0,,0.0
373,5,0;1;2;3;4,0.7125000000000001
374,0,,0.0
375,0,,0.0
376,2,0;1,0.43333333333333335
377,0,,0.0
378,3,0;1;2,0.875
379,1,0,0.25
380,4,0;1;2;3,0.8416666666666667
381,2,0;3,0.45
382,4,0;1;2;3,0.703125
383,2,3;4,0.3916666666666666
384,4,0;1;2;3,0.8605263157894738
385,1,4,0.5602564102564103
386,4,0;1;2;3,0.8666666666666667
387,3,0;1;2,0.6749999999999999
388,4,0;1;2;3,0.8694444444444445
389,0,,0.0
390,3,0;3;4,0.5979166666666667
391,4,1;2;3;4,0.7250000000000001
392,0,,0.0
393,2,1;3,0.45
394,2,0;1,0.5
395,0,,0.0
396,4,0;2;3;4,0.634375
397,2,0;1,0.5
398,0,,0.0
399,0,,0.0
400,1,4,0.15
401,0,,0.0
402,2,0;1,0.5111111111111111
403,0,,0.0
404,2,0;2,0.45
405,4,0;1;2;3,0.8041666666666667
406,1,0,0.25
407,4,0;1;2;3,0.875
408,5,0;1;2;3;4,0.6875
409,1,3,0.4444444444444444
410,0,,0.0
411,0,,0.0
412,3,0;2;3,0.6648148148148147
413,0,,0.0
414,4,0;1;2;3,0.8000000000000002
415,0,,1.0
416,1,4,0.39999999999999997
417,2,0;2,0.42500000000000004
418,4,0;1;2;3,0.95
419,0,,0.0
420,2,1;4,0.4
421,0,,0.0
422,2,0;3,0.4
423,4,0;1;2;3,0.8571428571428571
424,0,,0.0
425,0,,0.0
426,3,0;1;2,0.75
427,4,0;1;2;3,0.8633333333333333
428,2,0;1,0.5
429,0,,0.0
430,3,0;1;2,0.675
431,3,0;1;2,0.75
432,0,,0.0
433,2,0;1,0.5
434,5,0;1;2;3;4,0.8444444444444444
435,0,,0.0
436,1,2,0.2
437,0,,0.0
438,0,,0.0
439,3,0;2;3,0.71
440,0,,0.0
441,2,0;2,0.4666666666666666
442,3,0;1;3,0.75
443,2,0;1,0.75
444,0,,0.0
445,0,,0.0
446,0,,0.0
447,2,3;4,0.3625
448,0,,0.0
449,0,,0.0
450,1,1,0.29166666666666663
451,2,0;3,0.4
452,4,0;1;2;3,0.7958333333333334
453,2,2;3,0.5222222222222223
454,0,,0.0
455,0,,0.0
456,2,0;1,0.5
457,4,0;1;2;3,0.94375
458,0,,0.0
459,0,,0.0
460,3,0;1;3,0.6611111111111111
461,4,0;1;2;3,0.6295454545454545
462,2,2;3,0.45
463,4,0;1;2;3,0.7714285714285715
464,0,,0.0
465,2,1;2,0.5
466,4,0;1;2;3,0.7000000000000001
467,0,,0.0
468,4,0;1;2;3,0.5696428571428571
469,0,,0.0
470,2,0;1,0.5
471,4,0;1;2;3,0.95
472,5,0;1;2;3;4,0.6698412698412698
473,0,,0.0
474,2,2;3,0.45
475,4,0;1;2;3,0.7046875
476,2,0;1,0.4
477,0,,0.0
478,1,1,0.29166666666666663
479,1,1,0.25
480,3,0;1;2,0.725
481,3,0;1;2,0.6277777777777778
482,2,1;3,0.4
483,2,0;1,0.5
484,0,,0.0
485,0,,0.0
486,3,0;1;2,0.8333333333333334
487,5,0;1;2;3;4,0.3660377358490565
488,1,0,0.25
489,0,,0.0
490,0,,0.0
491,3,0;1;4,0.65
492,2,2;3,0.45
493,3,0;1;3,0.6
494,4,0;1;2;3,1.0
495,0,,0.0
496,2,3;4,0.31923076923076926
497,2,0;2,0.4000000000000001
498,0,,0.0
499,0,,0.0
500,2,0;1,0.5
501,3,0;1;2,0.75
502,4,0;2;3;4,0.5333333333333333
503,2,0;1,0.5833333333333333
504,0,,0.0
505,2,0;1,0.5
506,0,,0.0
507,0,,0.0
508,0,,0.0
509,5,0;1;2;3;4,0.7000000000000002
510,3,0;1;2,0.6
511,0,,0.0
512,0,,0.0
513,0,,0.0
514,5,0;1;2;3;4,0.7937500000000003
515,0,,0.0
516,4,0;2;3;4,0.645
517,0,,0.0
518,5,0;1;2;3;4,0.6913043478260872
519,3,0;1;2,0.8125
520,3,0;1;2,0.7000000000000001
521,0,,0.0
522,3,0;1;3,0.8125
523,0,,0.0
524,2,1;3,0.5
525,2,2;3,0.4
526,0,,0.0
527,3,0;1;2,0.75
528,3,0;2;3,0.675
529,4,0;1;2;3,0.8857142857142858
530,3,0;3;4,0.7100000000000001
531,3,0;1;3,0.7000000000000001
532,3,0;2;3,0.65
533,3,0;1;2,0.6375
534,4,0;1;2;3,0.8111111111111111
535,1,4,0.6
536,2,3;4,0.5200000000000001
537,5,0;1;2;3;4,0.6421052631578948
538,0,,0.0
539,0,,0.0
540,0,,0.0
541,0,,0.0
542,2,0;1,0.5
543,0,,0.0
544,3,0;1;2,0.7999999999999999
545,2,0;2,0.42500000000000004
546,2,0;3,0.5
547,4,0;1;2;3,0.7288888888888888
548,2,3;4,0.43333333333333335
549,0,,0.0
550,3,2;3;4,0.5750000000000001
551,4,0;2;3;4,0.8250000000000001
552,0,,0.0
553,3,0;1;3,0.75
554,0,,0.0
555,2,3;4,0.8333333333333334
556,0,,0.0
557,1,1,0.25
558,4,0;1;2;3,0.7777777777777778
559,2,1;3,0.32999999999999996
560,3,0;1;2,0.8333333333333334
561,3,0;1;3,0.72
562,3,0;1;3,0.7125
563,1,1,0.25
564,5,0;1;2;3;4,0.597163120567375
565,2,0;2,0.4
566,0,,0.0
567,0,,0.0
568,0,,0.0
569,0,,0.0
570,3,0;1;2,0.75
571,2,0;3,0.5
572,2,0;1,0.5
573,0,,0.0
574,3,0;1;3,0.6428571428571429
575,4,0;1;2;3,0.8230769230769232
576,0,,0.0
577,4,0;1;2;3,0.95
578,0,,0.0
579,0,,0.0
580,4,0;1;2;3,0.6643939393939394
581,2,0;3,0.45
582,3,0;1;3,0.675
583,0,,0.0
584,3,0;1;2,0.75
585,4,0;1;2;3,0.8214285714285714
586,0,,0.0
587,3,0;1;2,0.6727272727272727
588,0,,0.0
589,0,,0.0
590,0,,0.3333333333333333
591,0,,0.0
592,2,2;3,0.5333333333333333
593,2,2;3,0.45
594,3,0;2;3,0.6
595,4,0;1;2;4,0.75
596,4,0;1;2;3,0.7423076923076923
597,4,1;2;3;4,0.7899999999999999
598,4,0;1;2;3,0.8833333333333333
599,4,0;1;2;3,1.0
600,0,,0.0
601,1,1,0.225
602,3,2;3;4,0.6314814814814815
603,4,0;2;3;4,0.8300000000000001
604,0,,0.0
605,4,0;1;2;3,0.8857142857142858
606,2,0;1,0.5
607,4,0;1;2;3,0.7642857142857142
608,5,0;1;2;3;4,0.9230769230769231
609,4,0;1;2;3,0.8500000000000001
610,2,0;1,0.5
611,0,,0.0
612,2,0;1,0.5
613,0,,0.0
614,3,0;1;3,0.65
615,4,0;1;2;3,0.9125
616,0,,0.0
617,4,0;1;2;4,0.7833333333333333
618,0,,0.0
619,0,,0.0
620,3,0;1;2,0.8125
621,3,0;2;3,0.65
622,0,,0.0
623,3,0;1;3,0.7000000000000001
624,4,0;1;2;3,0.8309859154929577
625,1,1,0.25
626,4,0;2;3;4,0.8
627,2,0;2,0.4666666666666666
628,2,0;1,0.5
629,0,,0.0
630,0,,0.0
631,0,,0.0
632,0,,0.0
633,0,,0.0
634,0,,0.0
635,0,,0.0
636,1,3,0.29166666666666663
637,0,,0.0
638,0,,0.0
639,0,,0.0
640,2,1;3,0.6333333333333333
641,1,4,0.15454545454545454
642,0,,0.0
643,0,,0.0
644,0,,0.0
645,0,,0.0
646,4,1;2;3;4,0.8666666666666667
647,4,0;1;2;4,0.76
648,4,0;1;2;3,0.9
649,2,3;4,0.7000000000000001
650,0,,0.5
651,0,,0.0
652,2,0;1,0.48
653,1,1,0.2
654,4,0;1;2;3,0.5571428571428572
655,2,1;2,0.5833333333333333
656,3,1;2;3,0.51
657,0,,0.0
658,2,0;1,0.4000000000000001
659,4,0;2;3;4,0.6269230769230768
660,1,1,0.25
661,0,,0.0
662,1,4,0.6
663,0,,0.0
664,4,0;1;2;3,0.7131578947368421
665,4,0;1;2;3,0.7666666666666667
666,1,4,0.6
667,0,,0.0
668,0,,0.0
669,0,,0.0
670,0,,0.0
671,3,0;1;2,0.6
